"name","SMILES"
"structure 8609","[H]c1c(C)c(C)c(O)c(C(=O)O)c1C(=O)NC"
"structure 8610","CCCc1c(O)c(C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8611","COC(=O)c1c(C(=O)O)c(O)c(CC(C)C)c(CO)c1C(=O)O"
"structure 8612","Cc1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)O)c1C#N"
"structure 8613","CC(C)(C)c1c(O)c(C(=O)O)c(C(=O)O)c(CN)c1CN"
"structure 8614","N#Cc1c(C(=O)O)c(O)c(C(=O)O)c(C#N)c1C(=O)O"
"structure 8615","CNC(=O)c1c(CO)c(C(=O)O)c(O)c(C(C)(C)C)c1CN"
"structure 8616","Cc1c(N)c(N)c(C(=O)O)c(O)c1CC(C)C"
"structure 8617","CNC(=O)c1c(O)c(CC(C)C)c(CC(C)C)c(C(=O)O)c1O"
"structure 8618","[H]c1c(O)c(C(=O)O)c(O)c(CC)c1C(=O)OC"
"structure 8619","CCc1c(O)c(C(=O)O)c(C)c(C(=O)OC)c1C(C)(C)C"
"structure 8620","CCCc1c(CO)c(CO)c(CO)c(O)c1C(=O)O"
"structure 8621","CCc1c(O)c(C#N)c(C(=O)O)c(O)c1CC(C)C"
"structure 8622","CCCc1c(O)c(C(=O)O)c(C#N)c(O)c1C(=O)O"
"structure 8623","Cc1c(CO)c(N)c(C(=O)O)c(O)c1CO"
"structure 8624","CCCc1c(N)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 8625","CNC(=O)c1c(O)c(N)c(CN)c(C(=O)O)c1O"
"structure 8626","CNC(=O)c1c(O)c(C)c(C(=O)O)c(O)c1C#N"
"structure 8627","CCCc1c(CO)c(C(=O)O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 8628","CC(C)(C)c1c(O)c(O)c(C(=O)O)c(CO)c1C(C)(C)C"
"structure 8629","CCCc1c(N)c(CC)c(C(C)(C)C)c(C(=O)O)c1O"
"structure 8630","COC(=O)c1c(CC(C)C)c(C#N)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8631","[H]c1c(C#N)c(C(=O)O)c(O)c(CCC)c1CO"
"structure 8632","CNC(=O)c1c(O)c(C(=O)O)c(N)c(CO)c1C(=O)O"
"structure 8633","[H]c1c(O)c([H])c(CN)c(C(=O)O)c1O"
"structure 8634","[H]c1c(C)c(C)c(C(=O)O)c(O)c1C(=O)OC"
"structure 8635","[H]c1c(C)c(C(=O)O)c(O)c(CN)c1CN"
"structure 8636","CCCc1c(O)c(C(=O)O)c(C(C)(C)C)c(CC)c1C(=O)O"
"structure 8637","Cc1c(N)c(O)c(C(=O)O)c(CN)c1N"
"structure 8638","[H]c1c(O)c(C(=O)O)c(C(=O)NC)c(C(=O)NC)c1O"
"structure 8639","CC(C)(C)c1c(C#N)c(O)c(C(=O)O)c(C(=O)O)c1CN"
"structure 8640","CCc1c(O)c(C(=O)O)c(O)c(C(=O)O)c1CN"
"structure 8641","N#Cc1c(C#N)c(C(=O)O)c(O)c(N)c1CO"
"structure 8642","[H]c1c(C)c(C(=O)O)c(O)c(C(=O)O)c1C#N"
"structure 8643","CCCc1c(O)c(C(=O)O)c(C)c(CN)c1C(=O)O"
"structure 8644","CCCc1c(O)c(CN)c(C(=O)O)c(O)c1CN"
"structure 8645","CCCc1c(O)c(C(=O)O)c(CC)c(CO)c1C#N"
"structure 8646","[H]c1c(O)c(C(=O)O)c(CO)c(C#N)c1C(=O)O"
"structure 8647","CCCc1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1CCC"
"structure 8648","COC(=O)c1c(C)c(O)c(C(=O)O)c(CO)c1CC(C)C"
"structure 8649","CC(C)Cc1c(C(=O)O)c(O)c(C#N)c(O)c1C(=O)O"
"structure 8650","N#Cc1c(C#N)c(C(=O)O)c(O)c(CN)c1CO"
"structure 8651","CCCc1c(O)c(CO)c(C(=O)OC)c(C(=O)O)c1O"
"structure 8652","Cc1c(O)c(C(=O)O)c(CN)c(N)c1C(=O)O"
"structure 8653","CNC(=O)c1c(O)c(C(=O)O)c(CO)c(C#N)c1CO"
"structure 8654","[H]c1c(C)c(CO)c(CN)c(O)c1C(=O)O"
"structure 8655","COC(=O)c1c(C(=O)O)c(C)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8656","[H]c1c(CN)c(C)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8657","CNC(=O)c1c(N)c(CN)c(C#N)c(O)c1C(=O)O"
"structure 8658","CCCc1c(O)c(C(=O)O)c(C#N)c(C(=O)NC)c1CCC"
"structure 8659","CCCc1c(CO)c(C#N)c(O)c(C(=O)O)c1C(=O)NC"
"structure 8660","CCc1c(CC(C)C)c(O)c(C(=O)O)c(CO)c1C(=O)OC"
"structure 8661","Cc1c(CC(C)C)c(C(=O)O)c(O)c(CN)c1C(=O)O"
"structure 8662","Cc1c(O)c(C#N)c(C(C)(C)C)c(C(=O)O)c1O"
"structure 8663","[H]c1c(CC)c(C(=O)OC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8664","[H]c1c(C#N)c(CC(C)C)c(CO)c(O)c1C(=O)O"
"structure 8665","[H]c1c(CC)c(CN)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8666","[H]c1c(C#N)c(C(=O)NC)c(O)c(C(=O)O)c1C(=O)O"
"structure 8667","CCCc1c(C(=O)O)c(O)c(C(=O)OC)c(CC)c1C(C)(C)C"
"structure 8668","CC(C)Cc1c(C(=O)O)c(O)c(O)c(N)c1C(C)(C)C"
"structure 8669","[H]c1c(N)c(CCC)c(C(=O)O)c(O)c1C#N"
"structure 8670","[H]c1c(CCC)c(O)c(C(=O)O)c(N)c1C(=O)NC"
"structure 8671","CCCc1c(CN)c(C#N)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8672","CCc1c(C)c(C(=O)O)c(O)c(CC(C)C)c1CC(C)C"
"structure 8673","Cc1c(N)c(CC(C)C)c(O)c(C(=O)O)c1O"
"structure 8674","COC(=O)c1c(N)c(C)c(C#N)c(C(=O)O)c1O"
"structure 8675","CNC(=O)c1c(N)c(CO)c(O)c(C(=O)O)c1N"
"structure 8676","[H]c1c(CC(C)C)c(O)c(C(=O)O)c(CN)c1C(C)(C)C"
"structure 8677","CNC(=O)c1c(O)c(C(=O)O)c(CO)c(C(=O)NC)c1O"
"structure 8678","CCc1c(N)c(CO)c(C)c(C(=O)O)c1O"
"structure 8679","CCc1c(CC(C)C)c(C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8680","CCCc1c(C(=O)O)c(O)c(CC)c(CN)c1C(=O)O"
"structure 8681","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)OC)c(CO)c1C(C)(C)C"
"structure 8682","CNC(=O)c1c(C(C)(C)C)c(O)c(C(=O)O)c(CN)c1C(C)(C)C"
"structure 8683","N#Cc1c(O)c(CN)c(CO)c(O)c1C(=O)O"
"structure 8684","CCCc1c(N)c(O)c(C(=O)O)c(CC(C)C)c1C(=O)O"
"structure 8685","CCc1c(N)c(N)c(O)c(C(=O)O)c1CO"
"structure 8686","CCCc1c(CC)c(CC)c(CC(C)C)c(O)c1C(=O)O"
"structure 8687","CC(C)Cc1c(N)c(CO)c(C(=O)O)c(O)c1O"
"structure 8688","COC(=O)c1c(O)c(CC(C)C)c(C(=O)O)c(O)c1CO"
"structure 8689","CCc1c(C(=O)O)c(C(=O)O)c(O)c(CO)c1C(C)(C)C"
"structure 8690","[H]c1c(O)c(C(=O)O)c(C(=O)NC)c(C(=O)O)c1C(=O)OC"
"structure 8691","CCCc1c(CC)c(C(=O)OC)c(CCC)c(O)c1C(=O)O"
"structure 8692","CNC(=O)c1c(O)c(C(=O)O)c(C(C)(C)C)c(O)c1C(=O)NC"
"structure 8693","COC(=O)c1c(C#N)c(O)c(C(=O)O)c(O)c1CN"
"structure 8694","Nc1c(O)c(O)c(CO)c(O)c1C(=O)O"
"structure 8695","CCc1c(CC)c(C(=O)NC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8696","CNC(=O)c1c(N)c(CN)c(O)c(C(=O)O)c1CC(C)C"
"structure 8697","CCc1c(C(=O)O)c(O)c(CO)c(CN)c1C(=O)OC"
"structure 8698","CC(C)(C)c1c(CN)c(O)c(C(=O)O)c(C#N)c1CO"
"structure 8699","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)O)c(CN)c1CN"
"structure 8700","CNC(=O)c1c(C)c(C(=O)O)c(O)c(C(=O)O)c1C(=O)NC"
"structure 8701","CNC(=O)c1c(N)c(C(=O)O)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8702","CCCc1c(O)c(C(=O)OC)c(C(=O)O)c(O)c1CO"
"structure 8703","CCCc1c(C)c(CC)c(C(=O)O)c(O)c1CO"
"structure 8704","[H]c1c(C)c(C(C)(C)C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8705","CCCc1c(C)c(C(=O)O)c(O)c(C)c1C(=O)OC"
"structure 8706","[H]c1c([H])c(C(=O)O)c(O)c(C(=O)O)c1CO"
"structure 8707","CCc1c(C(=O)NC)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 8708","[H]c1c(O)c(C(=O)O)c(N)c(O)c1C(C)(C)C"
"structure 8709","CNC(=O)c1c(C#N)c(C(=O)OC)c(O)c(C(=O)O)c1C(=O)NC"
"structure 8710","[H]c1c(CN)c([H])c(C(=O)O)c(O)c1CCC"
"structure 8711","[H]c1c(C#N)c(CC(C)C)c(O)c(C(=O)O)c1CC"
"structure 8712","[H]c1c(C#N)c(O)c(O)c(C(=O)O)c1C(=O)OC"
"structure 8713","[H]c1c(C(C)(C)C)c(O)c(C(=O)O)c(C(=O)OC)c1C(C)(C)C"
"structure 8714","CCCc1c(C)c(CC)c(C(=O)O)c(O)c1CCC"
"structure 8715","Cc1c(O)c(C(=O)O)c(C(=O)O)c(CC(C)C)c1C(=O)O"
"structure 8716","CCCc1c(CC(C)C)c(CC)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8717","CCc1c(N)c(C(=O)OC)c(O)c(C(=O)O)c1C#N"
"structure 8718","[H]c1c(O)c(C(=O)O)c(C#N)c(CC(C)C)c1C(C)(C)C"
"structure 8719","[H]c1c(N)c(C(=O)O)c(O)c(C(=O)OC)c1CC"
"structure 8720","CNC(=O)c1c(N)c(O)c(C(=O)O)c(C(=O)OC)c1C#N"
"structure 8721","CCCc1c(C(=O)O)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)NC"
"structure 8722","CCCc1c(N)c(C(=O)O)c(O)c(C(=O)NC)c1CN"
"structure 8723","[H]c1c(N)c(C)c(N)c(O)c1C(=O)O"
"structure 8724","[H]c1c(CCC)c(O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 8725","CC(C)Cc1c(O)c(O)c(CC(C)C)c(C(=O)O)c1O"
"structure 8726","CCCc1c(C)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8727","CCc1c(C#N)c(O)c(C(=O)O)c(C(=O)O)c1CC(C)C"
"structure 8728","COC(=O)c1c(C)c(CO)c(CO)c(C(=O)O)c1O"
"structure 8729","[H]c1c(N)c(CC(C)C)c(C(=O)O)c(O)c1C(=O)NC"
"structure 8730","[H]c1c(C)c(CO)c(C(=O)O)c(O)c1CC(C)C"
"structure 8731","CCCc1c(N)c(O)c(C(=O)O)c(CO)c1C#N"
"structure 8732","CCc1c(N)c(C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 8733","COC(=O)c1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1O"
"structure 8734","COC(=O)c1c(C)c(C#N)c(C(=O)O)c(C(=O)O)c1O"
"structure 8735","[H]c1c(C(=O)OC)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8736","[H]c1c(C)c(CC)c(CO)c(O)c1C(=O)O"
"structure 8737","[H]c1c(CN)c(C(C)(C)C)c(O)c(O)c1C(=O)O"
"structure 8738","Cc1c(C(=O)O)c(O)c(C(C)(C)C)c(C(=O)O)c1C(=O)O"
"structure 8739","CCCc1c(C(=O)O)c(O)c(CC(C)C)c(O)c1C(=O)NC"
"structure 8740","CCc1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)O)c1CC"
"structure 8741","[H]c1c(C)c(O)c(C(=O)O)c(C)c1C(=O)NC"
"structure 8742","N#Cc1c(N)c(N)c(N)c(C(=O)O)c1O"
"structure 8743","CCCc1c(O)c(C(=O)O)c(C(=O)OC)c(CN)c1CC"
"structure 8744","COC(=O)c1c(C#N)c(O)c(CC(C)C)c(O)c1C(=O)O"
"structure 8745","CCc1c(C(=O)NC)c(N)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8746","COC(=O)c1c(C#N)c(C(=O)OC)c(C(=O)O)c(O)c1CN"
"structure 8747","CNC(=O)c1c(N)c(C(C)(C)C)c(C)c(O)c1C(=O)O"
"structure 8748","[H]c1c(O)c(C(=O)O)c(CC)c(C#N)c1C(=O)O"
"structure 8749","[H]c1c(O)c(C(=O)O)c(CC)c(C)c1C(=O)NC"
"structure 8750","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)OC)c(C)c1C(=O)O"
"structure 8751","COC(=O)c1c(C#N)c(C(C)(C)C)c(CN)c(O)c1C(=O)O"
"structure 8752","[H]c1c(CC)c(C(=O)O)c(C(=O)NC)c(O)c1C(=O)O"
"structure 8753","CCCc1c(CN)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)OC"
"structure 8754","COC(=O)c1c(CN)c(CO)c(C(=O)O)c(O)c1C(=O)O"
"structure 8755","[H]c1c(C#N)c(O)c(C(=O)O)c(N)c1C(=O)NC"
"structure 8756","COC(=O)c1c(CN)c(N)c(O)c(C(=O)O)c1CC(C)C"
"structure 8757","CCCc1c(C#N)c(O)c(CO)c(O)c1C(=O)O"
"structure 8758","CNC(=O)c1c(N)c(O)c(C(=O)O)c(C)c1C(=O)O"
"structure 8759","[H]c1c(O)c(C(=O)O)c(C(=O)O)c(C(C)(C)C)c1CO"
"structure 8760","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)NC)c(C(=O)O)c1C#N"
"structure 8761","COC(=O)c1c(O)c(C(=O)O)c(N)c(C#N)c1CN"
"structure 8762","CC(C)Cc1c(N)c(CN)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8763","CCCc1c(C#N)c(C(=O)O)c(O)c(C(=O)O)c1CO"
"structure 8764","CCCc1c(C#N)c(O)c(C(=O)O)c(N)c1C(=O)OC"
"structure 8765","[H]c1c(CCC)c(CC)c(CO)c(O)c1C(=O)O"
"structure 8766","CNC(=O)c1c(O)c(C(=O)O)c(C)c(C(=O)O)c1O"
"structure 8767","[H]c1c(N)c(C(=O)NC)c(C(=O)O)c(C(=O)O)c1O"
"structure 8768","[H]c1c([H])c(CN)c(O)c(C(=O)O)c1O"
"structure 8769","CCCc1c(CC)c(C(=O)OC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8770","CCCc1c(CC)c(C#N)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 8771","COC(=O)c1c(N)c(C#N)c(C(=O)O)c(O)c1CC(C)C"
"structure 8772","Cc1c(C#N)c(O)c(CC(C)C)c(O)c1C(=O)O"
"structure 8773","COC(=O)c1c(C)c(N)c(C(=O)O)c(O)c1C#N"
"structure 8774","CCCc1c(O)c(C(=O)OC)c(C(=O)O)c(O)c1C#N"
"structure 8775","[H]c1c(CO)c(C#N)c(O)c(C(=O)O)c1C(=O)O"
"structure 8776","[H]c1c(CO)c(C(=O)OC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8777","[H]c1c(C(=O)NC)c(C(=O)O)c(O)c(C(=O)OC)c1C(=O)OC"
"structure 8778","CCCc1c(CN)c(CC(C)C)c(O)c(C(=O)O)c1CCC"
"structure 8779","[H]c1c(C(=O)OC)c(CC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8780","CCc1c(CN)c(CO)c(C)c(O)c1C(=O)O"
"structure 8781","CNC(=O)c1c(C#N)c(O)c(C(=O)O)c(CO)c1CN"
"structure 8782","[H]c1c(CC(C)C)c(C(=O)O)c([H])c(O)c1C(=O)O"
"structure 8783","[H]c1c(CC)c(O)c(C(=O)O)c(CC(C)C)c1CC(C)C"
"structure 8784","CCc1c(O)c(C(=O)O)c(CC(C)C)c(C)c1CC(C)C"
"structure 8785","CNC(=O)c1c(O)c(C(C)(C)C)c(C(=O)O)c(O)c1C#N"
"structure 8786","CCc1c(CC(C)C)c(CO)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8787","CCCc1c(C)c(N)c(C(=O)O)c(O)c1C"
"structure 8788","COC(=O)c1c(N)c(O)c(C(=O)O)c(N)c1CO"
"structure 8789","CCCc1c(C)c(CCC)c(C(=O)O)c(O)c1C#N"
"structure 8790","[H]c1c(CO)c(O)c(C(=O)O)c(CN)c1C(=O)NC"
"structure 8791","CCc1c(N)c(C(=O)O)c(O)c(CC(C)C)c1CC"
"structure 8792","CCc1c(O)c(C(=O)O)c(CC)c(C(=O)O)c1CC(C)C"
"structure 8793","CC(C)Cc1c(O)c(C(=O)O)c(C(C)(C)C)c(C#N)c1CC(C)C"
"structure 8794","CCCc1c(C(=O)O)c(O)c(C#N)c(C#N)c1C(=O)OC"
"structure 8795","CCc1c(O)c(C#N)c(O)c(C(=O)O)c1CN"
"structure 8796","CCc1c(CC(C)C)c(C(=O)O)c(O)c(C#N)c1C(=O)O"
"structure 8797","[H]c1c(CC)c(O)c(C(=O)O)c(CN)c1C(C)(C)C"
"structure 8798","CNC(=O)c1c(C)c(C(C)(C)C)c(CO)c(C(=O)O)c1O"
"structure 8799","CCCc1c(C(=O)O)c(O)c(C#N)c(O)c1C(=O)NC"
"structure 8800","COC(=O)c1c(C)c(C(C)(C)C)c(O)c(C(=O)O)c1N"
"structure 8801","[H]c1c(C)c(CCC)c(CN)c(C(=O)O)c1O"
"structure 8802","[H]c1c(O)c(C(=O)O)c(CC)c([H])c1C(=O)OC"
"structure 8803","[H]c1c(O)c(C(=O)O)c(C(=O)NC)c(N)c1CC"
"structure 8804","CNC(=O)c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)OC)c1C(=O)NC"
"structure 8805","COC(=O)c1c(C)c(CC(C)C)c(CO)c(O)c1C(=O)O"
"structure 8806","[H]c1c(C(=O)O)c(O)c(C(=O)NC)c(N)c1C(C)(C)C"
"structure 8807","CNC(=O)c1c(C#N)c(C)c(O)c(C(=O)O)c1C(=O)NC"
"structure 8808","Cc1c(CC(C)C)c(O)c(C(=O)O)c(C(C)(C)C)c1C(=O)O"
"structure 8809","CNC(=O)c1c(N)c(C(=O)O)c(C#N)c(O)c1C(=O)O"
"structure 8810","CCCc1c(O)c(C(=O)O)c(CO)c(CC)c1C(=O)O"
"structure 8811","[H]c1c(C#N)c(C(=O)O)c(O)c(CCC)c1C(=O)OC"
"structure 8812","[H]c1c(O)c(O)c(C(=O)O)c(O)c1CN"
"structure 8813","COC(=O)c1c(CC(C)C)c(C)c(C(=O)O)c(O)c1CN"
"structure 8814","CCc1c(CN)c(C)c(C(=O)O)c(O)c1C(=O)O"
"structure 8815","CCc1c(N)c(C)c(O)c(C(=O)O)c1CC(C)C"
"structure 8816","[H]c1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)OC)c1C(=O)OC"
"structure 8817","CCc1c(C)c(C(=O)O)c(O)c(CC)c1CN"
"structure 8818","CNC(=O)c1c(CC(C)C)c(N)c(O)c(O)c1C(=O)O"
"structure 8819","COC(=O)c1c(C#N)c(CO)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8820","CCc1c(CC(C)C)c(C(=O)O)c(N)c(O)c1C(=O)O"
"structure 8821","Cc1c(C#N)c(CO)c(N)c(O)c1C(=O)O"
"structure 8822","CCCc1c(CN)c(C)c(O)c(C(=O)O)c1CC(C)C"
"structure 8823","CC(C)Cc1c(C(=O)O)c(O)c(C(C)(C)C)c(CC(C)C)c1C(=O)O"
"structure 8824","CC(C)(C)c1c(CO)c(C(=O)O)c(C(=O)O)c(O)c1C(=O)O"
"structure 8825","[H]c1c(CN)c(CCC)c(CO)c(O)c1C(=O)O"
"structure 8826","CCCc1c(O)c(C(=O)O)c(C(=O)O)c(CO)c1C(=O)OC"
"structure 8827","CNC(=O)c1c(O)c(C(=O)O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8828","CCc1c(C(=O)OC)c(O)c(C(=O)O)c(CN)c1C(=O)O"
"structure 8829","CCCc1c(CC(C)C)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)O"
"structure 8830","CCCc1c(C#N)c(C#N)c(O)c(C(=O)O)c1C(=O)O"
"structure 8831","Cc1c(CO)c(CC(C)C)c(O)c(O)c1C(=O)O"
"structure 8832","CCCc1c(O)c(CN)c(C(=O)O)c(O)c1C(=O)NC"
"structure 8833","[H]c1c(CN)c(C(=O)O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8834","CC(C)(C)c1c(O)c(C(=O)O)c(C#N)c(C#N)c1CO"
"structure 8835","CC(C)Cc1c(O)c(CO)c(C(=O)O)c(O)c1CC(C)C"
"structure 8836","[H]c1c(O)c(C(=O)O)c(O)c(C(=O)NC)c1C(C)(C)C"
"structure 8837","[H]c1c(O)c(C(=O)O)c(O)c(C(C)(C)C)c1O"
"structure 8838","Cc1c(O)c(C(=O)O)c(C#N)c(C)c1C(C)(C)C"
"structure 8839","CC(C)Cc1c(C(=O)O)c(O)c(C(=O)O)c(C#N)c1C(C)(C)C"
"structure 8840","COC(=O)c1c(O)c(C(=O)O)c(N)c(CN)c1C(=O)O"
"structure 8841","[H]c1c(CN)c(CO)c(O)c(C(=O)O)c1CC"
"structure 8842","CCc1c(C)c(C(=O)OC)c(CC)c(C(=O)O)c1O"
"structure 8843","CCCc1c(C(=O)O)c(O)c(O)c(CC)c1C(=O)O"
"structure 8844","CCCc1c(C(=O)O)c(O)c(N)c(C(=O)OC)c1C(=O)O"
"structure 8845","CCCc1c(CC(C)C)c(CC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8846","CNC(=O)c1c(O)c(C(=O)O)c(CO)c(C(=O)OC)c1C(=O)OC"
"structure 8847","CCCc1c(O)c(C(=O)O)c(CC)c(C(=O)NC)c1CO"
"structure 8848","[H]c1c(C(=O)O)c(O)c(CN)c(C(=O)NC)c1C(=O)O"
"structure 8849","[H]c1c(O)c(C(=O)O)c(CN)c(CC(C)C)c1CCC"
"structure 8850","Cc1c(O)c(C(=O)O)c(C)c(C(C)(C)C)c1O"
"structure 8851","CCCc1c(C)c(CC)c(O)c(C(=O)O)c1CC(C)C"
"structure 8852","CCCc1c(C(=O)O)c(O)c(N)c(C)c1C(C)(C)C"
"structure 8853","CCCc1c(O)c(O)c(C(=O)O)c(N)c1CN"
"structure 8854","CCc1c(C)c(O)c(C(=O)OC)c(C(=O)O)c1O"
"structure 8855","CCc1c(C)c(C(=O)OC)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8856","CCc1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)NC)c1CC"
"structure 8857","CCc1c(C)c(CC(C)C)c(O)c(C(=O)O)c1CN"
"structure 8858","[H]c1c(CCC)c(O)c(C(=O)O)c(C#N)c1CCC"
"structure 8859","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c([H])c1CCC"
"structure 8860","[H]c1c(C(=O)OC)c(O)c(C(=O)O)c(C#N)c1C(=O)NC"
"structure 8861","CCCc1c(C)c(CC)c(O)c(C(=O)O)c1CN"
"structure 8862","COC(=O)c1c(C)c(C#N)c(C(=O)O)c(O)c1C(=O)O"
"structure 8863","[H]c1c(C)c(C(=O)NC)c(CC)c(C(=O)O)c1O"
"structure 8864","CCCc1c(CO)c(C(=O)OC)c(CO)c(O)c1C(=O)O"
"structure 8865","COC(=O)c1c(N)c(O)c(O)c(C(=O)O)c1O"
"structure 8866","CCc1c(O)c(C(=O)O)c(CC)c(C(=O)NC)c1CC(C)C"
"structure 8867","[H]c1c(C#N)c(C(=O)OC)c(CC)c(O)c1C(=O)O"
"structure 8868","[H]c1c(O)c(C(=O)O)c(CN)c([H])c1C(=O)OC"
"structure 8869","[H]c1c([H])c(C(=O)O)c(O)c(C(=O)NC)c1CC"
"structure 8870","CCCc1c(CC)c(C(=O)O)c(CC(C)C)c(O)c1C(=O)O"
"structure 8871","N#Cc1c(N)c(CN)c(O)c(C(=O)O)c1O"
"structure 8872","COC(=O)c1c(N)c(CO)c(C(=O)O)c(O)c1CO"
"structure 8873","Cc1c(O)c(C(=O)O)c(CN)c(C(=O)O)c1CN"
"structure 8874","Cc1c(N)c(C(=O)O)c(O)c(C#N)c1CN"
"structure 8875","CNC(=O)c1c(CO)c(C(=O)O)c(O)c(C(=O)OC)c1C(=O)O"
"structure 8876","[H]c1c(C)c(CN)c(C(=O)O)c(O)c1C(=O)NC"
"structure 8877","CNC(=O)c1c(CO)c(CC(C)C)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 8878","COC(=O)c1c(O)c(C(=O)O)c(C)c(CO)c1C#N"
"structure 8879","CCCc1c(CC)c(C#N)c(O)c(C(=O)O)c1C(=O)O"
"structure 8880","CCc1c(O)c(C(=O)O)c(C(=O)NC)c(C)c1C(=O)OC"
"structure 8881","N#Cc1c(O)c(N)c(C(=O)O)c(O)c1C#N"
"structure 8882","CCc1c(C)c(O)c(C(=O)O)c(C#N)c1C(C)(C)C"
"structure 8883","CNC(=O)c1c(C#N)c(CN)c(O)c(C(=O)O)c1C(=O)O"
"structure 8884","CCCc1c(CCC)c(C(=O)O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 8885","CCc1c(O)c(C(=O)OC)c(O)c(C(=O)O)c1C(=O)OC"
"structure 8886","CCCc1c(N)c(O)c(C(=O)O)c(N)c1CC"
"structure 8887","Cc1c(C)c(C(=O)O)c(O)c(C(C)(C)C)c1O"
"structure 8888","[H]c1c(CC)c(CN)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 8889","CC(C)Cc1c(O)c(C(=O)O)c(CO)c(CC(C)C)c1C(=O)O"
"structure 8890","[H]c1c(N)c(CC(C)C)c(C)c(O)c1C(=O)O"
"structure 8891","CCc1c(CC)c(C(=O)O)c(CC(C)C)c(O)c1C(=O)O"
"structure 8892","Cc1c(C#N)c(N)c(C(=O)O)c(O)c1CC(C)C"
"structure 8893","CCc1c(C(=O)O)c(O)c(C#N)c(O)c1C(=O)O"
"structure 8894","CCCc1c(C(=O)O)c(C)c(C(=O)O)c(O)c1C(=O)NC"
"structure 8895","CCCc1c(C)c(C(=O)O)c(O)c(C)c1N"
"structure 8896","[H]c1c(CN)c(N)c(C(=O)O)c(O)c1CO"
"structure 8897","[H]c1c(CCC)c(O)c(C(=O)O)c(C(C)(C)C)c1C(=O)O"
"structure 8898","[H]c1c(CC(C)C)c(C#N)c(C(=O)OC)c(O)c1C(=O)O"
"structure 8899","COC(=O)c1c(C#N)c(O)c(C(=O)O)c(CO)c1C(=O)OC"
"structure 8900","CNC(=O)c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(C)(C)C)c1C(C)(C)C"
"structure 8901","CCCc1c(O)c(CC(C)C)c(C(=O)O)c(C(=O)O)c1O"
"structure 8902","[H]c1c(CC)c(O)c(C(=O)O)c(CCC)c1CN"
"structure 8903","CCCc1c(C)c(O)c(C(=O)O)c(CN)c1CC"
"structure 8904","[H]c1c(O)c(C(=O)O)c(CO)c(C(C)(C)C)c1C(C)(C)C"
"structure 8905","[H]c1c(C#N)c(C(=O)O)c(O)c(C(=O)O)c1CO"
"structure 8906","CCc1c(N)c(CN)c(C(=O)O)c(O)c1CO"
